Name, n, |M|, distribution
TT_10_0.05_0, 10, 5, -0.976,-6,-40,-27.176,-1,-12,-1.024,-26.104,-49,-23.72,
TT_10_0.05_1, 10, 5, -30,-15.09,-39,-1.652,-14.91,-24,0,-1.686,-6,-1.662,
TT_10_0.05_2, 10, 3, -38,-20,0,-10,-2,-16,-39,0,-40,-7,
TT_10_0.05_3, 10, 5, -30.049,-5,-4,0,-30.951,-13.096,-30,0,0,-13.904,
TT_10_0.05_4, 10, 6, -1.04,-2,-28.707,-8,-52,-0.96,0,-28.05,-29.914,-27.329,
TT_10_0.05_5, 10, 4, -17,-8,-8,-6,-23,-29,-6,0,0,-35,
TT_10_0.05_6, 10, 5, -27.752,-49.57,0,-9,-16,-48.27,-24.248,-3,-48.16,0,
TT_10_0.05_7, 10, 2, -1,-27,-39,-18,0,-5,-10,-49,-3,-26,
TT_10_0.05_8, 10, 5, -4.75,-1.486,-12,-4.396,-28,-5.168,-0.2,-35,-21,-15,
TT_10_0.05_9, 10, 2, -16,-24,-1,0,-9,-40,-3,-6,-32,0,
TT_10_0.05_10, 10, 6, -6.578,0,-16,-6.449,-24.04,-6.389,-23.96,-7.584,-37,0,
TT_10_0.05_11, 10, 6, -20,-0.515,-45.02,-13,-0.485,0,-44.68,-7,-44.05,-45.25,
TT_10_0.05_12, 10, 5, -1.515,-8,-37,-24.832,0,-25.336,-45,-12,-1.485,-23.832,
TT_10_0.05_13, 10, 4, -39,-8,-38,-40,0,-14,-38,0,-5,0,
TT_10_0.05_14, 10, 6, -12,-30.527,-2.455,-16,-29.473,-2.545,-47.81,0,-48.19,-5,
TT_10_0.05_15, 10, 7, -15.904,-39,-39,-24,-3.949,-3.937,-8,0,-3.114,-16.096,
TT_10_0.05_16, 10, 7, -42,-26.064,-28.904,-57.89,-57.11,-26.032,-3,0,-9.339,-10.661,
TT_10_0.05_17, 10, 7, -4.355,-13.924,-4.248,-20,-15.076,-4.658,-0.665,-31,-26,-4.074,
TT_10_0.05_18, 10, 4, -41,-2,-32,-9.5,-5,-1,-18,-8.5,-23,0,
TT_10_0.05_19, 10, 7, -2.828,-6,-26,-1.994,-13.908,-13.128,-0.23,-13.964,-1.948,-21,
TT_10_0.05_20, 10, 5, -51.97,-54.03,-30.072,-28.793,-15,-4,0,-7,-31.135,0,
TT_10_0.05_21, 10, 8, -7,-30.374,-17.591,-2.348,-45,-15.409,-32.626,-2.376,-2.74,-2.536,
TT_10_0.05_22, 10, 5, -13,-7.075,-19,0,0,-7.976,-30.21,-1,-30.79,-5.949,
TT_10_0.05_23, 10, 4, 0,-7,-13,-27.5,-41,-18,-6,0,-3,-28.5,
TT_10_0.05_24, 10, 9, -19,-32.14,-14.012,-13.988,-1.64,-0.65,-5.413,-6.587,-1.71,-29.86,
TT_10_0.05_25, 10, 10, -34.302,-19.591,-7.964,-52.16,-50.84,-7.036,-19.409,-0.972,-1.028,-32.698,
TT_10_0.05_26, 10, 4, -36,-2.5,-14,-5,0,-1.5,-23,-45,-29,-12,
TT_10_0.05_27, 10, 8, 0,-52.85,-13.378,-9.755,-11.867,-51.91,-28.096,-51.24,-30.904,-1,
TT_10_0.05_28, 10, 9, -2.91,-30,-40.617,-3.102,-19.994,-21.006,-9.465,-2.988,-40.383,-11.535,
TT_10_0.05_29, 10, 7, -0.309,-5.485,-0.844,-25.689,-24.311,-5.515,-0.847,-39,-3,-14,
TT_10_0.05_30, 10, 6, -4.425,-24.992,-14.365,-3.575,0,-9,0,-37,-15.635,-25.008,
TT_10_0.05_31, 10, 4, -6,-41,-6.25,-7.25,-27,-20,0,-1.5,-33,-16,
TT_10_0.05_32, 10, 7, 0,0,-37.063,-3.555,-6.445,-37.946,-55,-18.096,-15.904,-38.991,
TT_10_0.05_33, 10, 5, -3.958,-8,-26,-2.966,-36,-0.488,-4.076,-19,-0.512,-12,
TT_10_0.05_34, 10, 6, -3.946,-4.072,-4.074,-25.486,-15,-25.514,-11,-9,-3.908,0,
TT_10_0.05_35, 10, 6, -5,-2,0,0,-20.098,-16.818,-19.084,-40.78,-43.52,-41.7,
TT_10_0.05_36, 10, 5, -10,-33.136,-18,-31.008,-4.04,0,-48,-4.96,-31.856,0,
TT_10_0.05_37, 10, 9, 0,-55.13,-28.13,-54.87,-4.63,-26.014,-5.215,-28.122,-28.734,-4.155,
TT_10_0.05_38, 10, 6, -2,-8,-44.44,-46.94,0,-17.896,0,-47.38,-47.24,-16.104,
TT_10_0.05_39, 10, 8, -36.536,0,-3.551,-7.964,-2.449,-21.73,-37.464,-15,-22.27,-9.036,
TT_10_0.05_40, 10, 4, -23,-16.5,-30,0,-16.5,0,-7,-2,-8,-36,
TT_10_0.05_41, 10, 6, -5.485,-23,-18,-34.58,-35.42,-6.428,-4.605,-12,0,-4.482,
TT_10_0.05_42, 10, 6, -33.096,-11,-5.02,-20.078,-31.904,0,-5.98,-18.922,-1,-45,
TT_10_0.05_43, 10, 5, -29.936,-4.563,0,-5.437,-13,-28.8,-1,-30.264,-9,0,
TT_10_0.05_44, 10, 6, -54.04,0,-12,-56.96,-7,-19.976,-35.266,-1,-35.734,-21.024,
TT_10_0.05_45, 10, 5, -14,-25.304,-2.684,0,-9,-24.696,-7,-1.664,-35,-1.652,
TT_10_0.05_46, 10, 6, -25.032,-10.028,-16,-8.972,-0.47,-0.53,-23.968,0,-36,-4,
TT_10_0.05_47, 10, 2, -35,-3,-27,-2,-7,0,-15.5,0,-16.5,-44,
TT_10_0.05_48, 10, 5, 0,-2.952,-9,-22,-5.015,-4.033,-14,-31.784,0,-32.216,
TT_10_0.05_49, 10, 5, -11.035,-11.16,-28,-41.64,-41.36,0,-11.805,0,-21,-3,
TT_10_0.25_0, 10, 3, -12,-3,-41,-25,-4,-16,-50,0,-18,-2,
TT_10_0.25_1, 10, 6, -0.988,-10,-1.012,-19.88,-45.09,0,0,-23.12,-44.91,-39,
TT_10_0.25_2, 10, 2, -25.5,-34.5,-1,0,0,-1,-45,-9,-25,0,
TT_10_0.25_3, 10, 4, -3,-31,-5,0,0,0,-1,-15,-1,-21,
TT_10_0.25_4, 10, 4, -34,-6,0,0,-37,0,0,-13,-32,-4,
TT_10_0.25_5, 10, 4, -9,-23,-45,-42,0,0,0,-4,-22,-3,
TT_10_0.25_6, 10, 4, 0,0,-1,-32.5,-24,-17.5,0,-32.5,0,-11.5,
TT_10_0.25_7, 10, 5, -6,-4,-2,-0.899,-0.328,-0.968,-1.032,-12,-17,-0.773,
TT_10_0.25_8, 10, 3, -3,-1,-25,-54,-6,0,-25,-36,-1,-11,
TT_10_0.25_9, 10, 2, -44,-1,-7,-1,-26.5,-2,0,-38.5,-13,0,
TT_10_0.25_10, 10, 7, -34.554,-15.699,0,-16.944,-33.446,-0.49,0,-20.357,-1,-0.51,
TT_10_0.25_11, 10, 3, 0,-16,-20,-0.333333,-0.333333,0,-4,-29,0,-0.333333,
TT_10_0.25_12, 10, 4, -7,-24,0,-2,-0.5,-25,0,0,-0.5,-17,
TT_10_0.25_13, 10, 7, -17.311,-32.054,0,-12.689,-5.89,-11.11,0,-31.018,-44.928,-2,
TT_10_0.25_14, 10, 7, 0,-7.804,-2,-24,-4.521,-32.84,-31.16,-1.675,-0.51,-5.49,
TT_10_0.25_15, 10, 4, -1,-18.5,-15.5,0,-15.5,0,-18.5,-45,-2,0,
TT_10_0.25_16, 10, 9, -4.719,0,-31.95,-0.039,-3.314,-4.403,-28.39,-39.81,-35.525,-42.85,
TT_10_0.25_17, 10, 2, -21,0,0,0,-32,-3,0,-13,-37,-11,
TT_10_0.25_18, 10, 2, -2,-36,-21,-2.5,-1,0,-9,-15,-1.5,0,
TT_10_0.25_19, 10, 6, -1,-15.83,-24,-9.458,-46.86,-14.956,0,-10.756,-37.14,0,
TT_10_0.25_20, 10, 6, -37.12,-13.98,-32.52,-25,-1,-27.36,0,-11.295,0,-4.725,
TT_10_0.25_21, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.25_22, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.25_23, 10, 5, 0,-1,-29,0,-15.928,-1.494,-15.802,0,-0.506,-17.27,
TT_10_0.25_24, 10, 3, 0,-45,-1,-1,-18,0,-2,-25,-32,-2,
TT_10_0.25_25, 10, 5, -45.19,0,-4,-34.89,-11.482,-21.518,-44.92,0,0,-2,
TT_10_0.25_26, 10, 4, 0,0,-13.5,-5.5,0,-22.5,0,-33,-6.5,-24,
TT_10_0.25_27, 10, 5, -1.32,-5.679,0,-25.98,-2,0,-1,-15,-29.02,-12.001,
TT_10_0.25_28, 10, 2, -9,0,-3,0,-14,0,0,-4,0,-29,
TT_10_0.25_29, 10, 5, -17.112,-1,0,-2,-49.05,-12.888,-4,-36.93,0,-43.02,
TT_10_0.25_30, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.25_31, 10, 2, 0,-9.5,-12,0,-3,-38,0,-9.5,-33,0,
TT_10_0.25_32, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.25_33, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.25_34, 10, 8, 0,-13.509,-45.22,-39.47,-6.026,-6.259,-3,-9.491,-42.31,-8.715,
TT_10_0.25_35, 10, 2, 0,-11,0,-31.5,-26.5,-18,0,0,0,-7,
TT_10_0.25_36, 10, 6, -28.464,0,-2,-1.509,-31.536,0,-29,-9.416,-8.584,-1.491,
TT_10_0.25_37, 10, 4, -23,0,-7.5,-27,-8,0,0,0,-40,-16.5,
TT_10_0.25_38, 10, 4, -14,0,0,-36,0,-1,-26,-9,-3.5,-3.5,
TT_10_0.25_39, 10, 5, -42.03,-22.832,0,0,-18.88,-18.288,0,-39.97,0,0,
TT_10_0.25_40, 10, 2, 0,-35,0,-30,-14,-1,-18,-2,-15,0,
TT_10_0.25_41, 10, 6, -41.23,-2,0,-17.367,-13.633,-6,-25.872,-55.77,-23.128,0,
TT_10_0.25_42, 10, 2, -38,0,-14,-32,0,0,0,-7,0,-31,
TT_10_0.25_43, 10, 4, -10,-35,-5,-28.5,-0.5,0,-1,-0.5,-26.5,0,
TT_10_0.25_44, 10, 4, 0,-5,0,-26.5,-34,0,0,-38,-23.5,0,
TT_10_0.25_45, 10, 2, -37,-20,0,-23,-22,0,0,-3,0,0,
TT_10_0.25_46, 10, 4, 0,-6.5,0,-0.625,-0.875,-22,-2,-29,-20,-10,
TT_10_0.25_47, 10, 2, -10,0,-5,0,0,-4,0,0,-24,-26,
TT_10_0.25_48, 10, 6, -2,-29.923,-12.952,0,-35.965,-28.112,-16.198,0,-7.85,-2,
TT_10_0.25_49, 10, 7, -6.588,-9.153,-34.19,0,-3.004,-11.716,-1.539,-27.81,-21,0,
TT_10_0.50_0, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.50_1, 10, 4, 0,-7,-26.5,-44.5,-9,-22.5,-33.5,-1,0,0,
TT_10_0.50_2, 10, 2, 0,0,0,-17,0,0,0,-23,-9,0,
TT_10_0.50_3, 10, 5, 0,0,-11.465,0,-0.342,-19,0,-2.02,-5.638,-6.535,
TT_10_0.50_4, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.50_5, 10, 4, -1,0,0,-4,-6,-2,-23.5,-28.5,-29.5,-21.5,
TT_10_0.50_6, 10, 2, -8,0,-1,-26.5,-33,0,-2,-25.5,-4,0,
TT_10_0.50_7, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.50_8, 10, 2, 0,-1,0,0,-22,0,0,-24,0,0,
TT_10_0.50_9, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.50_10, 10, 4, -23.3333,0,0,-32.3333,-27.3333,-2,-6,-2,-14,0,
TT_10_0.50_11, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.50_12, 10, 4, -0.5,0,-10,-4,-12,-18,-0.5,-0.5,-0.5,-2,
TT_10_0.50_13, 10, 2, 0,-40,0,-8,0,0,-6,0,0,-44,
TT_10_0.50_14, 10, 2, -1.5,-10,0,0,-12.5,-1,0,-19,0,-31,
TT_10_0.50_15, 10, 2, 0,-2,-5,-7,0,-20,0,0,-2,-30,
TT_10_0.50_16, 10, 4, 0,-40.5,0,-3.5,0,0,-9.5,-6,0,-43.5,
TT_10_0.50_17, 10, 4, -17.5,0,-14.5,0,-0.5,0,0,-1,-0.5,-8,
TT_10_0.50_18, 10, 0, 0,0,0,0,0,0,0,0,0,0,
TT_10_0.50_19, 10, 0, 0,0,0,0,0,0,0,0,0,0,
